numero compte;balance
87451194491;238003.42
62038426641;132750.65
66337412993;5292646.93
67226386181;0
23602994953;29401.4
37589164977;701586.68
15271403700;333121.94
48929964887;386997.34
10986674975;4851567.34
97525066527;674966.43
48080050146;0
51380987995;2082631.13
94028073780;0
99121282607;0
64372347161;0
20354614319;1882592.57
55019127135;0
49910111062;94969.69
55003534574;0
85515451300;10211956.35
38530577832;0
44648247444;0
33362578959;429013.9
11255974424;0
87183201164;0
90157667170;41658.36
43931722494;249502.43
67427187923;396075.36
96721305693;268859.73
32910444436;0
36295383021;155555.65
35756434203;0
12741480111;0
74197937619;1769660.92
93082317719;15123.49
93358275853;0
47384094397;0
72794937658;928945.84
94900030062;736426
14331332322;148271.34
62258426987;67478.53
86128260962;11718906.72
84887569563;4714127.78
40050090235;20507899.06
62985182785;0
58051145127;289235.01
84961107220;220709.58
93222820902;0
70306942055;0
70664562299;0
27475191715;0
45369351075;0
38883667062;860838.88
33039442802;0
29023008712;96548.01
41559356245;0
69657466073;14073.28
16277626190;809594.25
49489377867;495363.48
87341209225;0
14415158262;6806207.3
64520938885;161907.82
70254773807;0
69483788071;2202.4
92322424998;0
79415908725;1523840.82
75010333081;8710.15
97171464549;19334.99
36357851636;0
69609702208;0
11827017064;244738.22
92094349213;0
96716557957;4526667.94
59414249009;378204.02
26568687304;348938.68
91932392352;0
42894574724;0
26950554236;0
70906777507;676388.57
17937466404;0
58112300768;30760.89
76325104729;0
30473132532;558494.75
40713694137;1794071.69
33052379824;52557.21
81652793501;361559.69
78483981364;2650792.19
75595708952;517090.19
16748742444;3262.94
76870617676;940989.68
70554787389;0
14371450771;0
55619135668;0
96011112828;4813964.53
68505798513;122035.4
56611199201;761938.38
28957196544;0
40760006144;0
30625203371;0
65634435328;20157.11
52721329045;0
30686314000;1611.77
37470436589;89805.4
83896128590;0
51635740555;6034861
65083550987;0
52058002976;0
92561412857;327652.01
36180132342;7267132.81
88996916605;449011.56
15674192554;585230.51
80555354856;533836.12
51363226134;0
27012108540;728776.56
35223519572;0
70466521499;0
58917046763;1436874.95
61085683107;0
76984603636;0
68575611382;294614.77
68627493976;775371.16
60475124628;898317.62
76138742635;10224.39
26678953931;73188.83
13362984683;132200.01
59332410157;278410.09
69610716553;0
49707958831;1262533.45
54241621412;4148832.09
60499459923;2220743.03
34821521721;42830.79
64462943936;14369547.41
55698801117;0
27709060777;0
96611601192;1837674.48
17262183112;132672.79
65835256468;0
18674307199;0
59150149627;0
96157879818;422383.26
31457100043;0
44094437254;0
29647281481;985762.84
78510436413;1272713.03
54086566003;1699106.9
83903267910;442471.46
37020281348;9692244.86
99691921910;0
91593408579;920918.49
78824294708;3870767.6
82277725548;1776344.67
90389902608;1382332.35
64586986479;0
70569421941;14503529.7
75353106895;447881.64
78839513289;0
48019888020;340058.47
27484661198;50175.98
31851978739;977666.03
66391651584;0
78905981972;9624801.61
10098691564;9758.13
39392845361;114670.54
98994309565;59512.01
42744573062;40240.28
90085672524;0
13809022870;0
47178717189;340992.72
53767189148;0
92194991872;0
73223962072;0
39641189449;615801.77
36287139531;0
89121433737;218429.11
97262365014;273.12
41889785170;0
31774726707;0
71708698325;5408.58
69152898927;8452146.39
16800103995;414693.99
65102871213;98980.29
36477564087;245660.62
61676708189;1712898.77
44692154687;0
95303841400;0
67658663439;0
53980391351;11420.46
81901975464;0
41179932171;0
28733471752;744539.09
71673745070;0
68026621392;3029618.68
21476735738;202541.7
44178059698;0
82290255828;318732.09
75062953569;1705997.54
48840460092;0
80438358240;0
65955025359;480524.43
67358204624;0
48193427634;0
18440697530;0
61346841307;0
29689284005;252815.09
86105246682;1563580.45
76958181682;0
15131355633;226181.28
93000714821;58298.66
95746231122;0
84670499810;3987679.79
94395722856;0
34139376541;25571.11
26531508823;0
39669182704;0
20608805059;0
92217870332;0
73455380172;400874.87
57871279625;427102.66
66046223905;0
68260785234;0
45419825263;0
23057514965;0
41850320363;2702541.77
11810166085;2310726.04
86528359969;0
78883762241;3478866.42
18283316843;2601.5
86594676124;0
48984812842;640002.65
49234909996;6617081.46
33124824334;0
82881131073;0
34482640155;0
16057153455;1264859.62
29717673362;0
10445032836;0
97669265957;1428503.87
88859958690;0
10582900932;0
45088742281;319815.49
20013133466;0
83684990064;124836.78
18416493917;382430.25
64576742858;641052.46
11341233127;11735589.19
17587652297;2025188.28
45537968480;54322.68
96653288627;89972.61
45180130226;0
27786791836;85858.81
26807387702;0
14058206513;0
31325039803;3196859.7
62430551181;0
94889325468;4768955.05
86430070233;0
67371537088;0
75622943496;527789.5
54396232520;1835514.11
24048720599;0
44801336958;10288.45
85600942565;0
12170319266;143275.76
37935858364;538034.07
95200375773;6729076.6
91726566869;322113.91
81886926168;0
16060438323;0
25548119575;0
71891191068;1728592.23
98579716865;862907.23
19857325097;0
32442349014;0
31559683784;0
83712038817;2415353.71
39229243055;364497.25
47960847754;0
19818495288;310399.75
52585713407;0
25457324472;0
60011110627;0
64900387099;1610373.59
91984741655;7353058
73708668373;2633944.87
90930303395;0
47676167734;679618.35
72988867519;3333073.54
57058425263;69920.39
90531833406;40362.04
12779860972;1995508.65
98155598428;397702.13
41224968673;0
22884125196;212519.37
63075260917;398111.72
43504708085;0
34313653905;0
69500681216;1921444.78
55501286251;0
65936699350;17204.46
12184996876;2082041.37
80182656122;469659.49
11052892651;8329110.14
84983409202;2790741.44
86949997326;548487.11
74747343677;0
57411475405;0
99517983233;0
36482312193;469085.84
75178496545;0
63606571484;0
71131747027;0
36546468900;0
62486098740;0
36900044879;0
91440164240;0
90502006930;1458248.67
61710428570;803323.83
59028191338;122919.15
26453425850;0
73956204184;0
41691970306;0
19897142598;867582.88
76650599016;0
53193627089;0
44842587907;1504153.82
60128751356;9396399.82
67457227322;0
58489494205;0
14571139861;16233.37
91249555220;2393651.31
56693063762;297180.9
74635355273;190203.31
65591897562;1640382.85
56016894776;0
88319157428;268931.32
61358369406;3416781.06
47562805573;555180.85
41984525904;0
53906105345;0
45460932857;0
13938741926;0
27243227351;0
54199220751;0
47292412490;295482
90230703611;3053277.06
28622414374;2444604.12
73245666924;0
23811740532;178833.78
64950728737;171908.47
69655069064;0
20632235183;305817.12
34472236057;644498.88
73251758251;0
81671497303;242490.08
25837625224;215019.18
46586401697;4566871.88
97746494026;0
82323283764;0
79988827417;0
38672227863;0
52310335024;392135.45
71784860157;5206094.06
45063328513;0
58244053018;10842126.23
21958366048;1108533.62
43062555207;425277.3
19776384607;0
45442883971;0
90486760790;0
35636025104;83063.52
98129585937;0
38232038848;4911455.56
95127377905;293601.59
34475117830;247689.31
58923561691;38655.25
40766040533;328870.75
24358237373;0
71996092050;0
53387951427;0
88109531493;647569.87
10320930705;2848458.6
27393546816;0
77935816902;0
55609735497;1833356.57
96464212706;0
45947850184;225553.67
32080761705;0
43035019941;214862.46
12415708786;2913668.35
71215129350;0
89092314340;0
17175912740;39088.27
12048529768;3682371.97
84532315482;0
36791983156;0
25815427223;6942715.04
81092660744;5970894.3
43424237819;447996.2
10798693909;0
22227209032;0
13406258608;0
72348302543;0
23270202552;372272.36
34353512439;5913397.2
23498449063;3166335.59
59379437148;0
85962913607;842131.86
81603621407;0
44741361281;0
79884140412;0
33018261834;3087150.6
68670854208;2625176.8
64504728755;0
92542732835;0
29551606404;0
26040099920;0
69990221189;0
62736642432;0
10713687767;112287.95
86738599206;1893172.14
93475367273;0
54325821611;494324.41
33353418324;0
15340980783;0
61158232146;0
18782918233;776128.57
22624680473;543092.93
18812681187;0
11707556614;696401.77
96094274230;0
56264083420;375012.82
92798058973;41060.8
13033498872;0
68872880010;16800336.13
93551673845;0
38651280972;49669.09
15102943877;11714813.42
54502725845;0
48353706036;3667491.29
69949681305;1251959.58
88548490519;368063.5
24023436853;0
87050090148;73804.62
51356037631;2779262.24
55081792005;1099797.92
15045735132;0
21876834279;9607528.7
81732601549;422006.36
42723850857;0
48310728426;3783660.48
17026356237;2085661.58
70847862336;14342.27
13377638761;591183.3
78438640508;134346.71
37444615992;1340804.41
67652441256;957936.94
92243224337;104218.2
88338094159;0
67400714472;455893.44
93855367001;0
31148504330;0
48697072292;274667.4
23210109166;952164.98
28221504428;0
69693503001;0
50397348374;0
14185270375;0
79720944536;379424.05
28686533855;396487.24
77676784011;2591636.02
44519577605;0
30480454059;0
50810741357;28204.74
97160798251;0
14644587966;0
17115701213;121321.19
53983503704;24585.28
24126983268;0
37863319805;129816.13
51871022195;0
51017235280;525775.07
79728616030;104521.25
52034415523;0
36177567229;167063.42
71057068133;0
92621015944;0
47816779398;540649.55
68988826079;510454.02
33421188505;0
94844520554;0
64352495938;5739012.22
54719440090;483593.19
79894048731;0
84897812376;223443.42
56745840882;2429295.61
28262044051;0
38556009530;0
69107065076;0
77751998518;0
18056054858;99879.2
56560492552;1803991.39
93439804388;995950.87
16110107507;0
32914473897;0
54144695392;2213490.67
22600776753;9647938.28
63494923373;0
74686976558;495935.58
33596308736;1200032.48
78575293535;12509.71
25756234386;0
38081056802;0
70890300928;0
26216887902;19326.26
87010821001;0
17809893968;33111.63
53656083786;0
10775028835;0
28479544641;0
20476934870;0
10508513691;560326.49
45673501034;0
72906827414;249001.61
35974617922;0
22150941158;687441.09
55233423218;89204.74
39555293435;3218604.37
67838719628;2329698.23
82500605604;11275858.82
59150847986;4774565.51
66178943229;993950.97
94740633670;408450.62
49701257692;0
34852720777;0
20808625856;722640.71
15119002986;1799728.89
83455201135;2285240.81
29192364346;0
82153584519;2581184.26
66615388625;0
67346081312;0
43289853827;537643.77
88369384951;208494.46
29519145146;435960.5
69604814209;1800291.28
96202551347;1732701.64
49457943568;0
16152274774;0
45501559123;5984814.37
12151016036;1212430.1
75740686943;0
87085898420;349801.48
78495123779;16256455.07
84885184404;1202451.49
19135369207;4106868.28
80240674167;4637912.95
69139640945;343398.95
64868288981;1571921.41
85832546467;0
46065841057;1617000.82
93772977844;214110.44
63130352148;63116.01
26967013898;0
39242228019;43434.67
46000530292;0
32652177593;685349.87
50516279365;407702.25
11356989939;0
40314775080;2070534.75
20643710910;0
57276159949;1936851.97
95927819342;0
39334549020;0
43258102138;59095.83
51270530211;0
80795635474;0
25187168000;621708.73
72584969611;0
55636464922;939786.18
44443229149;0
51182374467;884382.5
68336966694;4749879.28
19714143511;166136.58
36590695713;146688.97
32594271683;0
39125273918;2147698.09
82458953861;590995.59
24686149198;1871553.73
95351559272;0
47035390861;0
75642714219;0
84934669920;29797563.24
92652821485;0
79732885662;0
90207728602;0
30506903286;0
40729686143;4619880.24
69016001359;0
14344241205;1352977.72
35109816819;61956.15
99504508363;2906356.09
94242167070;0
84709016413;3646797.25
24874278750;4866322.96
96856247318;0
81761283256;1089.34
75669383787;0
89302285904;764890.31
27333746542;18888.28
94692328048;0
86740363620;0
53585187021;1520125.69
53431645643;0
51504813826;0
67632905008;1954.78
58665458090;19168.53
17734397515;1111118
66040745253;56913.68
93769514339;0
78220358141;0
33345708663;268106.7
43636889259;0
14031275397;2196.23
78019409697;120051.52
72759452909;0
73086891788;0
57972877020;1204939.73
18766643211;11785.92
32654125028;0
81584364259;8852678.81
89588708392;0
77930625204;36916.04
37961251432;516899.65
61760499802;113956.69
30165688714;1127518.35
81954861360;0
36743990389;92676.59
62563622004;0
52150166961;0
63308383700;116574.64
23083095314;7454.94
28025740345;0
48004054540;0
38188593351;216867.21
95570771180;437290.29
52563110684;2771662.92
99188473718;0
13316393059;2074728.94
84127643951;0
26309742144;785770.47
96240359423;537218.67
57088363307;202400.45
30524531938;20014.81
52102054255;77307.53
74414844829;201884.64
97022650407;2955646.09
27018874623;2050727.81
36006202897;0
51363815559;0
91098395483;1321091.25
45449576583;9404.9
43652281162;0
37080774374;13372.61
98347463253;1044470.06
90568592522;42695.12
34553145229;14827693.44
57848998993;989981.6
82071758616;0
82646409482;260713.62
14767178150;5241936.34
65884534165;1470055.54
59127856196;0
99462870216;80896.25
47593304816;57209.12
86554552555;0
55704568104;256209.22
35004891783;374115.91
91312130466;1626261.44
88093140523;967412.53
99399455189;0
66219491130;664747.16
81590502801;61616.27
22982593680;296235.94
95392169657;5331313.23
22641692584;75545.67
41325881238;231599.65
66104247021;0
51565882662;0
48337001572;0
12695641585;14829.32
35437766345;0
15050921930;152894.97
44214442378;0
46613819958;11781748.7
72168928296;7106.79
11363573914;6005712.66
79088760951;89020.74
56072258857;0
99801530855;687018.49
13744272425;21832121
79059079603;357699.91
49770758677;0
19204095998;0
46243159590;0
42144148614;44008.4
42028564945;0
39527604112;0
64675927366;1741573.36
36384295856;0
12125641545;17566.35
93059725528;6929.44
66948316392;299464.13
41154509096;361094.66
44464204472;0
81212811101;0
90926007470;201408.47
93669128134;295730.57
58603791307;6784535.12
51179534681;9367015.74
62602795921;0
79897644291;33675
96055874940;466299.49
23375118979;2068175.49
11952562941;487677.86
42863685511;23519.77
58164971741;0
36754320101;0
71947130510;0
86114822970;192584.45
91186857512;1145627.1
65805566785;7086645.04
61575437037;3413760.13
73422243174;802382.45
43315489425;0
90328434139;0
29142162844;1488303.65
49863871100;673726.73
37773522658;68076.37
77961510641;0
78972637625;0
97180089948;206056.29
78591364943;310942.26
36090232202;2376040.83
86995186401;0
58288046505;748434.02
43890382057;103031.03
67308759260;0
95117883715;43839.31
57668316452;7644231.43
54853870562;668164.67
53043966082;255382.15
16978326005;0
48263073466;0
33910361199;0
46741087977;220147.67
54163876300;0
81862030091;9571.86
21526455727;2840526.75
21839630988;23131.92
31901814322;0
30182567544;445865.45
67547156936;926830.27
97246700522;494547.24
67898080895;1582335.83
62161598786;0
24672582305;859198.55
17199799471;94010.61
25506846804;0
19225914059;33.33
62583404150;0
89430239540;3940397.34
64561363073;0
66465700038;477392.2
64364092051;0
36577327780;0
30611827487;0
10289966635;1385067.96
50901115664;3871330.6
63952076168;391929.2
70273463605;15835.7
44525814530;0
70243870418;14238
64033436017;71901.43
39791662781;809675.07
14175479590;17129.76
94836499365;0
35198464563;38598.19
34353249191;188248.59
39535879595;2661528.87
99741848741;255577.08
82761856572;0
16053391825;1698263.69
25039538276;60933.77
31195458814;2487444.41
45312877941;0
62827506419;485001.32
33536090956;14949.78
61623118478;0
81610189402;131618.06
50010470124;285737.23
68949256457;58470.91
13979954739;528429.72
38883972762;23607469.75
40252167459;0
23667360653;0
82762467323;547558.85
46960129800;0
36660945316;161245.24
18644570348;225523.37
68556049218;0
81516473907;0
63431734497;0
65762883243;0
65820100316;185931.28
57724720308;18119955.01
17704505794;275352.6
59156859514;0
92917409442;161131.06
49098708207;663362.96
81119337522;701165.1
27385635962;3808007.04
17443048938;8620244.18
49954181107;3972140.45
73245361214;0
62584344663;0
88052796652;897122.63
84190322809;202781.9
63373836088;3801072.99
50555255502;0
34161188308;0
81901013229;0
23989094272;0
60877205958;6684137.56
69377114256;102742.59
80247882166;19254.67
21718656579;0
44665248352;2967974.2
18464529480;3278963.51
83549521291;164839.27
10977453414;0
15961455478;20172.22
42434226451;395675.89
26351447901;0
75468907443;0
31399331308;0
60419459635;7401360.66
57717019809;131980.61
81075879189;770945.11
84969259944;489848.3
46964029195;0
13852009791;0
28899227426;1539351.29
16795840986;1720256.4
36523935600;35677.9
29792725324;2475084.09
73640311854;429791.85
45816261787;0
86243818631;979170.29
39733276680;6954.59
79686685417;0
95029807044;13400.55
37770292453;0
67694758810;577361.6
79640903721;91646.37
10091764444;2904952.68
34106935217;7169129.94
97618451771;0
84229540315;25353775.63
35294940400;548684.23
46693593127;0
60772360319;596395.72
13675597921;87986.29
96385294444;0
10845120548;134031.32
21193872645;151635.37
93860023691;3359897.18
28627479082;15822.34
23815298075;0
98742190000;0
67909189140;0
51769163352;0
30307117181;2433.45
57183263625;924163.67
48072839305;110051.08
52777568971;0
40745526673;269651.41
74723582073;3688788.44
20334845426;796854.83
86417955219;0
37388799323;7812877.19
29385246017;0
40046085899;641722.3
68811281636;2066997.62
48846238462;1758499.06
29787507321;3648093.54
34447860389;0
65984030519;0
71678234807;0
60151382204;0
48754576446;894274.26
26108849223;0
43643865672;0
79215081229;566432.77
95789767748;290334.09
40982503449;1239266.03
72270479232;82991.07
20896554348;178674.71
54055844674;349656.23
17658966908;337999.5
50260046279;3228927.24
85010656268;357479.49
68322979978;902127.37
51567095365;5656441.35
80419511346;0
49709706017;1383871.99
27104105851;664904.31
76753550041;0
98181165981;3572692.3
82290046394;13627478.22
16436500957;231462.03
59421450893;0
12674116346;184020.99
75840625071;248953.16
94090777704;0
51386441059;0
33519911274;151879.54
52198212226;281757.83
32750522568;307338.69
90953458821;1217472.56
70356093026;1488446.33
28996191794;5475.97
10818705872;4696738.74
97142428712;48410.9
60755893473;2002982.84
29620836260;3135433.35
23057637944;0
59791042215;87030.83
75905021723;39178.7
81468589856;19130.5
67254378902;3968291.5
16293253065;4197181.16
71267454596;0
54865549173;0
61699873434;3518774.66
74971399854;0
32876330777;43533.45
89833988246;205055
99228989275;347425.69
36569947651;0
77488204451;88689.16
16430900396;152132.58
37576386850;343105.3
60632865368;563315.25
54103754100;880102.39
88745655452;0
94838570540;960350.11
23456509332;0
41455863963;13212.83
27997725671;0
24720626246;90807.66
99263819975;476288.76
81097554398;0
99371734908;416425.14
80553588721;0
25436842822;742612.73
42827498511;1413407.71
82653043614;174377.32
89924164003;0
85575482555;102090.88
66908350026;238543.7
31700346957;0
99544261433;1129418.76
13145620511;0
95184161643;762927.23
90873696464;697089.31
63272599134;191809.23
81357572086;231124.8
92875341036;0
76497216016;626889.78
59273403780;356709.46
59519873263;7113433.14
31075174874;0
88032098748;251911.89
49841773025;0
88016695248;0
50519846148;399193.46
97452183820;1941113.51
21631815373;1548063.88
15621798035;9730.97
32461071106;0
90459677933;756734.58
88414987315;4004179.7
80752774945;0
41156246155;0
23648600366;0
50755370165;3438068.43
31621856545;9027467.07
36681936607;83687.98
41433583896;16846.05
13102031544;0
73862625023;10905669.28
91700642971;0
87917196205;696199.01
25212300899;318933.24
95768245191;0
60595091020;407005.78
36753125671;0
14973103669;0
43975153253;0
74682568123;8655307.65
26560187367;0
58301632740;1123533.85
69720048152;907872.95
69018794331;0
72246410839;0
36260468354;0
37460849959;724082.92
76807844038;375288.08
23226979333;126261.55
73298322373;1974883.79
20146894295;531572.78
20739746434;0
70374998633;7504476.71
26930002305;0
80450015861;0
19072001786;0
57424659803;0
59405567355;1001132.42
23919317101;0
14473363113;139619.2
25333572564;3005928.21
76537168200;245928.47
99582740688;75293.49
78996813853;8204.93
60494534937;76272.37
89941675542;499539.11
83113762491;294031.45
86015503142;1166259.74
92576249812;0
13921222140;0
90626858777;0
33707972274;0
40362934311;5345.74
70486233233;0
77026985021;0
89102091247;5523663.52
67570886286;621422.16
65626557564;0
72676684967;830123.28
65109098911;0
84068626155;0
34822500261;0
82811066976;200565.79
67962539262;139865.27
61209844507;0
68305931710;0
30635747881;2015800.93
33583577460;0
18341964556;0
84800433746;0
88822823320;186287.82
14411512175;0
33244178828;5934980.67
71016863703;0
62055751273;0
58129511951;0
90053972895;1440705.58
59486561694;0
99841885668;0
76066588486;2914520.09
30365789719;141355.55
25533099159;0
47318089519;0
87028690326;3317021.68
99885336007;0
63785287600;0
73360292533;363102.81
11085364283;0
96913986198;6868574.84
15102177523;4766897.47
72059405052;3508524.31
39791235161;353399.65
57686803611;0
76726095152;4226584.73
62651067950;813828.73
30262563329;1898619.9
75344371282;538894.01
42008787864;0
89809814566;5659117.29
79828666774;0
53388036532;7051289.42
13785726169;131554.19
57573100258;34267.88
43563060128;144835.99
74120579861;1080803.52
86963616441;0
98025846074;4105349.64
35664682556;0
35066183570;1292849.15
72359973777;0
82480652622;242125.5
93398085846;1733148.67
87312207859;0
52181043609;843700.76
68319052721;941225.85
61897922378;284081.67
77066739302;0
61120782489;0
53707663213;446698.26
72487409946;0
84887199382;0
49507850343;2593554.19
63971412645;0
67749107123;616511.69
79566043545;1939.87
18938124622;0
13932290562;130924.03
76133148305;0
77611717305;3392283.92
33557243977;312388.03
56004934366;0
57619454481;285976.83
27279477034;229659.53
48028427906;1157729.77
28068282350;489634.59
37168414914;0
91504581538;119542.05
99369750507;0
25043017486;0
53559322551;19624.2
34296908057;1552610.01
90293749806;1105952.11
95452221614;0
71953251231;0
16796133921;0
74073941162;0
49109390598;222693.65
18654984795;0
22089816716;106651.08
31326864055;102502.65
28036002075;0
98325175077;0
88471314213;601153.97
33101353575;0
84368662999;735666.61
92996700380;2470556
24698307457;1789555.44
10808033873;305692.94
22405547537;5306160.82
45926889395;440936.32
47844860144;0
87973745674;598640.13
46766436975;8642605.12
41626380967;0
42135621853;297769.08
16140875793;4797616.93
18970677519;0
46536279375;215020.99
96254142000;351908.29
15909313273;1156361.54
38949959795;0
10268591191;7729798.32
74401469122;876192.58
25557665385;242783.19
31392263050;62946.05
16577832859;0
54448804504;0
18052566635;0
80427267915;0
42236524686;1085404.27
97571735663;497603.19
37644574104;0
27375313388;0
70575331541;654173.31
50556946136;0
31747807402;0
14616334814;622773.16
90234581191;56250.24
69265411191;0
11584167851;1025086.59
68926939702;62854.88
32755618536;78981.58
87314497069;1007460.35
66517947572;376782.07
32171136815;0
50723297994;263083.41
77082473600;1432235.52
20400534367;0
30546266587;0
42288320711;6673219.05
27969625523;697261.94
48677596324;0
22110488460;0
62402026520;0
33319266189;44511.11
86678800502;672051.01
82852212547;0
28328588843;19977.6
25819225144;0
61284116155;1999344.84
88326585417;4862595.76
30344265418;1046509.68
14406323220;2509668.79
36819886638;0
34537221234;2163024.08
24167910185;1880226.29
65679512611;670847.97
76157336552;437246.82
75231467721;0
25954683557;457426.18
49715548275;344274.68
45381663564;263550.48
19683824214;835572.44
25421882769;0
65008572191;0
26398894215;2103.4
15512737479;609048.95
54301491495;298615.58
34092605559;1775386.76
67023790052;500774.94
23971139171;0
34116238179;0
87762791705;0
86235928925;0
15807380658;1963482.31
63169639626;119475.93
18225276990;531382.58
79902946904;8249318.41
77460131357;136806.59
87138043512;0
36966174064;2522125.67
80456784640;0
24686988243;0
67807987629;0
52498063042;0
74545613271;0
69316919136;11113.44
14699354282;0
19250548143;4330273.31
44808012241;1760267.53
44595206576;3359258.52
54653373416;518150.07
63150710477;0
96925547768;10728904.82
53336563588;11892748.76
80371343736;163674.57
37897582364;0
24064372469;4410.34
40840638338;853967.91
57717304184;0
51276336279;7733213.86
53649863378;0
84359101292;1983057.52
14249367988;100101.45
25153651909;232175.33
60496285391;0
19551115770;0
89786482654;95830.12
19198449162;0
40670359542;8266855.75
54303783551;2868450.66
22075906809;90671.1
54463401068;0
45550730372;0
77071033318;0
44280878007;410648.26
73269797858;0
97266176613;109192.79
46923792643;0
88319238325;0
75884240915;0
25039069481;155078
21735890852;24159.99
12865069938;0
93522887121;1881509.94
41602415197;0
39595567159;57373.5
30927526836;0
36804296259;3276080.21
64525173187;0
46654498055;0
72402428298;589300.89
36186387631;48202.07
82695356718;0
10295908165;0
92152270423;0
35209518725;0
63040652280;347521.12
36630915781;4327601.9
47847108635;149251.81
93658874409;237957.4
42776163350;192532.84
33190952428;0
32889952578;15162238.04
12864760542;182200.57
29238796562;0
90509723635;8556221.88
67682224973;4999.87
53799328880;1307220.59
10707518933;0
28925079541;0
30230218937;0
98571137277;55537.69
46715269175;68982.18
74322650528;723719.16
77334920188;1379199.95
11023595712;0
42071551378;0
16669539781;4419655.39
43458999055;0
34107293693;33523.51
67932427703;491966.7
24416494846;3198522.74
45518513308;282831.39
50287124635;8720560.55
93828747057;533782.87
17689936057;0
33291341550;0
20199078021;10723135.4
30978222780;0
30016964503;7113309.86
90857212607;322569.65
72775236023;523.39
89260907775;177719.21
12795128261;41787.51
38443160048;0
97185057795;0
69699384794;0
78470516780;1340535.52
66522283348;0
48720154126;682468.15
91315349293;0
64196771670;0
16514917140;36240.41
56227655007;5084557.32
46308128625;1336018.93
62557876645;4978847.15
52797959816;1191806.57
56395513816;0
52483302654;0
82405417208;0
18227740846;0
79069296565;0
82637158594;134752.82
51763992298;0
71794160846;6124.91
71526568269;43203.45
20753828119;0
13102568916;285757.93
70722838014;8045705.58
53430681892;3666977.68
62503863861;1154493.46
44567793117;454514.43
93345208140;0
81100261936;0
11722338183;114405.25
87302162343;804335.91
42451993095;208185.55
27365881987;7683338.31
23519864129;63540.25
17135687086;2462.14
34750040529;3118067.86
61124555107;188872.79
90536351961;2839110.2
72813167283;0
99602438131;2103930.33
51396899333;0
27349632145;0
25287456284;36996.44
78160487964;794074.91
23255290175;1175103.55
22972887300;0
12619647248;4073850.27
33521456652;339020.81
78177099901;0
44643397305;545254.33
86146077375;68700.99
39672961584;468244.03
66807668284;0
12735430250;0
10763336582;0
56454448345;0
38427785571;1573203.62
36098418311;0
33058054702;0
12854879162;0
99069927756;0
37419096141;1157952.39
20329132681;0
94576002722;0
51908728100;11269.1
53818076274;0
18810623145;1636883.75
43552746160;0
51427522102;0
71886324306;126054.17
25941090057;740605.69
11870205345;91077.82
36209671274;0
97748971558;913903.2
59837899861;474803.58
45882943208;6922298.54
49094467106;2914334.63
59744440785;249058.71
53532126218;7581537.73
40540718463;1046962.01
79700182934;0
39129755134;203424.54
26681007772;5867662.78
21049638998;290131.28
50770983272;0
91891703276;294968.5
55353810084;5366508.93
74491835859;194038.44
47050954551;0
92098171185;67092.54
36571571928;0
74417740098;6173.71
98217178675;0
76331800314;360800.14
51474371604;0
99100164732;378014.45
69802463776;0
12570065638;22211.5
37607999840;13215.09
66735022292;7626.08
60597444266;345927.02
18175011006;241518.06
25471108740;147085.37
68432793689;393276.56
81989505614;0
88014833614;23005.15
74823812797;0
53051012125;665854.85
64660117757;336447.7
78655234068;433408.07
79668568171;4941951.41
21803948625;262264.89
10918102332;141996.03
32768312215;392391.41
